素材id,消耗,平均千次展现费用(元),点击率(%),3秒播放率,25%进度播放率,视频形式_剧情,视频形式_剧情+混剪,视频形式_口播,视频形式_口播+混剪,"视频形式_口播,采访",视频形式_采访,视频形式_鬼畜（猫狗、RAP、跳舞等）,是否真人出镜_否,是否真人出镜_是,性别_N男N女,性别_女,性别_无,性别_男,人物形象_休闲装,人物形象_商务装,bgm类型_明快,bgm类型_激昂,bgm类型_电子音乐（节奏感）,bgm类型_紧张,bgm类型_舒缓,场景_休息区（沙发、矮桌）,场景_办公区,场景_办公楼下,场景_商场,场景_居家（客厅、厨房、卧室）,场景_绿幕,场景_老板办公室（办公桌、电脑）,场景_茶室,场景_街景,场景_走廊,绿幕置景_K线,绿幕置景_其他,绿幕置景_无,道具_书本,道具_其他,道具_无,道具_玩偶,道具_笔记本,道具_花,道具_茶杯,是否带前贴_否,是否带前贴_是,前贴形式_商业楼宇,前贴形式_红底花字无特效,前贴形式_红底花字蹦跳元素,前贴形式_股市相关（K线、金钱）,前贴形式_黑底花字无特效,前贴形式_黑底花字蹦跳元素,前贴音效_女声配音,前贴音效_男声配音,前贴音效_真人女声,前贴音效_真人男声,前贴BGM_抖音热歌,前贴BGM_无BGM,前贴BGM_简单旋律,前贴BGM_音效,前3s演员演绎方式_唱歌,前3s演员演绎方式_夸张提问,前3s演员演绎方式_无,前3s演员演绎方式_正式口播,片尾链路_企微,片尾链路_开户,片尾链路_通用,片尾引导方式_其他,片尾引导方式_开户便捷、快、线上,片尾引导方式_开户有优惠、服务好,片尾引导方式_心灵鸡汤,片尾引导方式_紧迫感引导,片尾引导方式_紧迫感话术,片尾画面_APP图标,片尾画面_开户界面,片尾画面_真人口播画面
7223658664845979648,2449.02,88.45,1.87,44.72,34.36,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
7241518495233909760,2086.98,152.81,3.54,31.55,31.33,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
7244010099072919552,1997.47,123.71,0.69,16.82,12.82,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
7223658679786120192,1875.62,48.15,3.08,79.4,74.8,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
7259600888683540480,1766.3,123.3,0.96,25.85,16.31,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True
7242627467192580096,1633.74,19.45,31.85,83.24,81.99,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
7259977157429080064,1528.39,500.46,3.08,29.26,16.9,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
7262185895716830208,1485.19,94.2,2.7,3.24,6.48,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
7230639151207430144,1443.11,17.24,4.11,94.63,94.58,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
7260803090555070464,1336.65,78.38,0.81,34.93,18.53,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
7223658651895069696,1334.62,1.84,3.93,96.57,96.24,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
7260803109726780416,1226.86,163.08,1.09,23.01,14.14,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
7252895716175389696,1118.36,138.38,0.89,28.16,12.26,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
7260797952208600064,1017.44,200.64,1.12,23.65,14.75,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
